3.065031623840332031e+01,1.394184494018554688e+01,-9.336487650871276855e-01,4.298024654388427734e+00,9.147919464111328125e+01,3.066980171203613281e+01,2.595230042934417725e-01,3.008999252319335938e+01,1.006389141082763672e+01,1.510003852844238281e+01,9.723113775253295898e-01
3.065981674194335938e+01,1.292987155914306641e+01,-9.336487650871276855e-01,4.298024654388427734e+00,7.749799346923828125e+01,3.066980171203613281e+01,2.595230042934417725e-01,3.009948158264160156e+01,1.006389141082763672e+01,1.706306838989257812e+01,2.908863306045532227e+00
3.067876243591308594e+01,1.292987155914306641e+01,-9.336487650871276855e-01,4.293607711791992188e+00,7.177796173095703125e+01,3.068859481811523438e+01,2.595230042934417725e-01,3.011841011047363281e+01,1.006389141082763672e+01,1.904172706604003906e+01,5.520287036895751953e+00
3.067876243591308594e+01,1.292987155914306641e+01,-9.336487650871276855e-01,4.298024654388427734e+00,6.324462509155273438e+01,3.068859481811523438e+01,2.595230042934417725e-01,3.011841011047363281e+01,1.006389141082763672e+01,2.103434562683105469e+01,9.723113775253295898e-01
3.065981674194335938e+01,1.191872978210449219e+01,-9.336487650871276855e-01,4.298024654388427734e+00,5.476008605957031250e+01,3.066980171203613281e+01,2.595230042934417725e-01,3.009948158264160156e+01,1.006389141082763672e+01,2.303924751281738281e+01,9.723113775253295898e-01
3.062170028686523438e+01,1.191872978210449219e+01,-9.336487650871276855e-01,4.282836437225341797e+00,5.096485900878906250e+01,3.063197708129882812e+01,2.595230042934417725e-01,3.006144905090332031e+01,1.006389141082763672e+01,2.505476760864257812e+01,9.723113775253295898e-01
3.059292984008789062e+01,1.191872978210449219e+01,-9.336487650871276855e-01,4.298024654388427734e+00,4.716062164306640625e+01,3.060340499877929688e+01,2.595230042934417725e-01,3.003277969360351562e+01,1.006389141082763672e+01,2.606599617004394531e+01,4.581659793853759766e+00
3.055431365966796875e+01,9.899670600891113281e+00,-9.336487650871276855e-01,4.298024654388427734e+00,4.049755096435546875e+01,3.057466125488281250e+01,2.595230042934417725e-01,2.999436950683593750e+01,1.006389141082763672e+01,2.809438705444335938e+01,4.581659793853759766e+00
3.053491020202636719e+01,9.899670600891113281e+00,-9.336487650871276855e-01,4.302122116088867188e+00,3.954657363891601562e+01,3.054575347900390625e+01,2.595230042934417725e-01,2.997508621215820312e+01,1.006389141082763672e+01,2.911114501953125000e+01,5.520287036895751953e+00
3.052518272399902344e+01,8.892105102539062500e+00,-9.336487650871276855e-01,4.298024654388427734e+00,4.049755096435546875e+01,3.053608322143554688e+01,2.595230042934417725e-01,2.996542358398437500e+01,1.006389141082763672e+01,2.707926940917968750e+01,5.520287036895751953e+00
3.051543807983398438e+01,1.090860652923583984e+01,-9.336487650871276855e-01,4.298024654388427734e+00,4.525671768188476562e+01,3.052639198303222656e+01,2.595230042934417725e-01,2.995575141906738281e+01,1.006389141082763672e+01,2.606599617004394531e+01,2.908863306045532227e+00
3.051543807983398438e+01,1.698101615905761719e+01,-9.336487650871276855e-01,4.302122116088867188e+00,6.698435211181640625e+01,3.053608322143554688e+01,2.595230042934417725e-01,2.995575141906738281e+01,1.006389141082763672e+01,2.404578208923339844e+01,2.908863306045532227e+00
3.050567817687988281e+01,1.596759128570556641e+01,-9.336487650871276855e-01,4.298024654388427734e+00,6.986163330078125000e+01,3.052639198303222656e+01,2.595230042934417725e-01,2.994606781005859375e+01,1.006389141082763672e+01,2.203535842895507812e+01,2.908863306045532227e+00
3.051543807983398438e+01,1.698101615905761719e+01,-9.336487650871276855e-01,4.298024654388427734e+00,7.844582366943359375e+01,3.052639198303222656e+01,2.595230042934417725e-01,2.995575141906738281e+01,1.006389141082763672e+01,2.103434562683105469e+01,2.908863306045532227e+00
3.050567817687988281e+01,1.495447826385498047e+01,-9.336487650871276855e-01,4.302122116088867188e+00,7.559715270996093750e+01,3.051668548583984375e+01,2.595230042934417725e-01,2.994606781005859375e+01,1.006389141082763672e+01,2.003639793395996094e+01,2.908863306045532227e+00
3.049590301513671875e+01,1.698101615905761719e+01,-9.336487650871276855e-01,4.298024654388427734e+00,8.872853088378906250e+01,3.051668548583984375e+01,2.595230042934417725e-01,2.993637275695800781e+01,1.006389141082763672e+01,1.904172706604003906e+01,9.723113775253295898e-01
3.048611259460449219e+01,1.698101615905761719e+01,-9.336487650871276855e-01,4.298024654388427734e+00,8.872853088378906250e+01,3.049721717834472656e+01,2.595230042934417725e-01,2.992666053771972656e+01,1.006389141082763672e+01,1.904172706604003906e+01,9.723113775253295898e-01
3.048611259460449219e+01,1.698101615905761719e+01,-9.336487650871276855e-01,4.300375461578369141e+00,8.872853088378906250e+01,3.049721717834472656e+01,2.595230042934417725e-01,2.992666053771972656e+01,1.006389141082763672e+01,1.904172706604003906e+01,9.723113775253295898e-01
3.047630882263183594e+01,1.698101615905761719e+01,-9.336487650871276855e-01,4.298024654388427734e+00,9.147919464111328125e+01,3.048745727539062500e+01,2.595230042934417725e-01,2.991694259643554688e+01,1.006389141082763672e+01,1.805054855346679688e+01,2.908863306045532227e+00
3.047630882263183594e+01,1.495447826385498047e+01,-9.336487650871276855e-01,4.298024654388427734e+00,8.409014892578125000e+01,3.048745727539062500e+01,2.595230042934417725e-01,2.991694259643554688e+01,1.006389141082763672e+01,1.805054855346679688e+01,9.723113775253295898e-01
3.047630882263183594e+01,1.495447826385498047e+01,-9.336487650871276855e-01,4.300375461578369141e+00,8.780608367919921875e+01,3.049721717834472656e+01,2.595230042934417725e-01,2.991694259643554688e+01,1.006389141082763672e+01,1.706306838989257812e+01,9.723113775253295898e-01
3.047630882263183594e+01,1.495447826385498047e+01,-9.336487650871276855e-01,4.298024654388427734e+00,8.780608367919921875e+01,3.048745727539062500e+01,2.595230042934417725e-01,2.991694259643554688e+01,1.006389141082763672e+01,1.706306838989257812e+01,9.723113775253295898e-01
3.047630882263183594e+01,1.495447826385498047e+01,-9.336487650871276855e-01,4.298024654388427734e+00,9.147919464111328125e+01,3.048745727539062500e+01,2.595230042934417725e-01,2.991694259643554688e+01,1.006389141082763672e+01,1.607949447631835938e+01,9.723113775253295898e-01
3.048611259460449219e+01,1.596759128570556641e+01,-9.336487650871276855e-01,4.293607711791992188e+00,9.147919464111328125e+01,3.049721717834472656e+01,2.595230042934417725e-01,2.992666053771972656e+01,1.006389141082763672e+01,1.706306838989257812e+01,9.723113775253295898e-01
3.049590301513671875e+01,1.596759128570556641e+01,-9.336487650871276855e-01,4.298024654388427734e+00,9.147919464111328125e+01,3.050696182250976562e+01,2.595230042934417725e-01,2.993637275695800781e+01,1.006389141082763672e+01,1.706306838989257812e+01,9.723113775253295898e-01
3.048611259460449219e+01,1.799458503723144531e+01,-9.336487650871276855e-01,4.298024654388427734e+00,9.147919464111328125e+01,3.050696182250976562e+01,2.595230042934417725e-01,2.992666053771972656e+01,1.006389141082763672e+01,1.904172706604003906e+01,9.723113775253295898e-01
3.049590301513671875e+01,2.103445625305175781e+01,-9.336487650871276855e-01,4.297190666198730469e+00,8.780608367919921875e+01,3.050696182250976562e+01,2.595230042934417725e-01,2.993637275695800781e+01,1.006389141082763672e+01,2.303924751281738281e+01,9.723113775253295898e-01
3.049590301513671875e+01,2.103445625305175781e+01,-9.336487650871276855e-01,4.298024654388427734e+00,6.986163330078125000e+01,3.050696182250976562e+01,2.595230042934417725e-01,2.993637275695800781e+01,1.006389141082763672e+01,2.707926940917968750e+01,4.581659793853759766e+00
3.046648788452148438e+01,2.103445625305175781e+01,-9.336487650871276855e-01,4.298024654388427734e+00,5.665288543701171875e+01,3.046788978576660156e+01,2.595230042934417725e-01,2.990720939636230469e+01,1.006389141082763672e+01,3.114879798889160156e+01,6.519215583801269531e+00
3.041718292236328125e+01,1.596759128570556641e+01,-9.336487650871276855e-01,4.282836437225341797e+00,3.859611129760742188e+01,3.042856216430664062e+01,2.595230042934417725e-01,2.985839462280273438e+01,1.006389141082763672e+01,3.523530578613281250e+01,8.644500732421875000e+00
3.038744163513183594e+01,1.799458503723144531e+01,-9.336487650871276855e-01,4.298024654388427734e+00,4.049755096435546875e+01,3.039890289306640625e+01,2.595230042934417725e-01,2.982898902893066406e+01,1.006389141082763672e+01,3.625819015502929688e+01,4.581659793853759766e+00
3.035759925842285156e+01,1.596759128570556641e+01,-9.336487650871276855e-01,4.298024654388427734e+00,3.764625930786132812e+01,3.035916519165039062e+01,2.595230042934417725e-01,2.979949188232421875e+01,1.006389141082763672e+01,3.625819015502929688e+01,6.519215583801269531e+00
3.033764839172363281e+01,1.495447826385498047e+01,-9.336487650871276855e-01,4.302122116088867188e+00,3.480140686035156250e+01,3.033921432495117188e+01,2.595230042934417725e-01,2.978964424133300781e+01,1.006389141082763672e+01,3.728121185302734375e+01,5.520287036895751953e+00
3.032765769958496094e+01,1.596759128570556641e+01,-9.336487650871276855e-01,4.298024654388427734e+00,4.049755096435546875e+01,3.033921432495117188e+01,2.595230042934417725e-01,2.976993179321289062e+01,1.006389141082763672e+01,3.421274948120117188e+01,4.581659793853759766e+00
3.031765747070312500e+01,2.002147102355957031e+01,-9.336487650871276855e-01,4.298024654388427734e+00,5.570694351196289062e+01,3.032921981811523438e+01,2.595230042934417725e-01,2.976993179321289062e+01,1.006389141082763672e+01,3.012934684753417969e+01,9.723113775253295898e-01
3.031765747070312500e+01,2.305869865417480469e+01,-9.336487650871276855e-01,4.302122116088867188e+00,7.559715270996093750e+01,3.032921981811523438e+01,2.595230042934417725e-01,2.976993179321289062e+01,1.006389141082763672e+01,2.707926940917968750e+01,9.723113775253295898e-01
3.032765769958496094e+01,2.103445625305175781e+01,-9.336487650871276855e-01,4.298024654388427734e+00,8.127768707275390625e+01,3.033921432495117188e+01,2.595230042934417725e-01,2.976993179321289062e+01,1.006389141082763672e+01,2.404578208923339844e+01,9.723113775253295898e-01
3.032765769958496094e+01,2.002147102355957031e+01,-9.336487650871276855e-01,4.298024654388427734e+00,7.844582366943359375e+01,3.033921432495117188e+01,2.595230042934417725e-01,2.976993179321289062e+01,1.006389141082763672e+01,2.404578208923339844e+01,9.723113775253295898e-01
3.031765747070312500e+01,2.204692077636718750e+01,-9.336487650871276855e-01,4.282836437225341797e+00,8.780608367919921875e+01,3.032921981811523438e+01,2.595230042934417725e-01,2.976993179321289062e+01,1.006389141082763672e+01,2.404578208923339844e+01,9.723113775253295898e-01
3.030765151977539062e+01,2.103445625305175781e+01,-9.336487650871276855e-01,4.298024654388427734e+00,8.780608367919921875e+01,3.031921386718750000e+01,2.595230042934417725e-01,2.976005935668945312e+01,1.006389141082763672e+01,2.303924751281738281e+01,9.723113775253295898e-01
